3.6,8,0.459102
3.6,8.4,0.440402
3.6,8.8,0.423058
3.6,9.2,0.406941
3.6,9.6,0.391934
4,2,0.919972
4,2.4,0.881742
4,2.8,0.841391
4,3.2,0.800572
4,3.6,0.760484
4,4,0.721916
4,4.4,0.685332
4,4.8,0.65096
4,5.2,0.618869
4,5.6,0.589023
4,6,0.561328
4,6.4,0.535656
4,6.8,0.511863
4,7.2,0.489804
4,7.6,0.469335
4,8,0.45032
4,8.4,0.432633
4,8.8,0.416159
4,9.2,0.400789
4,9.6,0.386429
4.4,2,0.846836
4.4,2.4,0.816804
4.4,2.8,0.784531
4.4,3.2,0.751253
4.4,3.6,0.71795
4.4,4,0.685332
4.4,4.4,0.65388
4.4,4.8,0.62389
4.4,5.2,0.595516
4.4,5.6,0.568816
4.4,6,0.543783
4.4,6.4,0.520364
4.4,6.8,0.498483
4.4,7.2,0.47805
4.4,7.6,0.458969
4.4,8,0.441144
4.4,8.4,0.42448
4.4,8.8,0.408888
4.4,9.2,0.394284
4.4,9.6,0.380589
4.8,2,0.783958
4.8,2.4,0.759974
4.8,2.8,0.733833
4.8,3.2,0.706461
4.8,3.6,0.678633
4.8,4,0.65096
4.8,4.4,0.62389
4.8,4.8,0.597731
4.8,5.2,0.57268
4.8,5.6,0.548848
4.8,6,0.526282
4.8,6.4,0.504983
4.8,6.8,0.484926
4.8,7.2,0.466064
4.8,7.6,0.448338
4.8,8,0.431684
4.8,8.4,0.416035
4.8,8.8,0.401326
4.8,9.2,0.387492
4.8,9.6,0.374471
5.2,2,0.729418
5.2,2.4,0.709983
5.2,2.8,0.68856
5.2,3.2,0.665843
5.2,3.6,0.642443
5.2,4,0.618869
5.2,4.4,0.595516
5.2,4.8,0.57268
5.2,5.2,0.55057
5.2,5.6,0.529321
5.2,6,0.509013
5.2,6.4,0.489685
5.2,6.8,0.471344
5.2,7.2,0.453977
5.2,7.6,0.437555
5.2,8,0.422039
5.2,8.4,0.407385
5.2,8.8,0.393548
5.2,9.2,0.380479
5.2,9.6,0.368131
5.6,2,0.681723
5.6,2.4,0.665768
5.6,2.8,0.64802
5.6,3.2,0.629004
5.6,3.6,0.609199
5.6,4,0.589023
5.6,4.4,0.568816
5.6,4.8,0.548848
5.6,5.2,0.529321
5.6,5.6,0.510378
5.6,6,0.492119
5.6,6.4,0.474603
5.6,6.8,0.457861
5.6,7.2,0.441903
5.6,7.6,0.426721
5.6,8,0.412297
5.6,8.4,0.398608
5.6,8.8,0.385621
5.6,9.2,0.373304
5.6,9.6,0.361623
6,2,0.639698
6,2.4,0.62645
6,2.8,0.6116
6,3.2,0.595551
6,3.6,0.578681
6,4,0.561328
6,4.4,0.543783
6,4.8,0.526282
6,5.2,0.509013
6,5.6,0.492119
6,6,0.475705
6,6.4,0.459842
6,6.8,0.444576
6,7.2,0.429932
6,7.6,0.41592
6,8,0.402536
6,8.4,0.389771
6,8.8,0.377607
6,9.2,0.366022
6,9.6,0.354994
6.4,2,0.602418
6.4,2.4,0.591302
6.4,2.8,0.578765
6.4,3.2,0.565116
6.4,3.6,0.550654
6.4,4,0.535656
6.4,4.4,0.520364
6.4,4.8,0.504983
6.4,5.2,0.489685
6.4,5.6,0.474603
6.4,6,0.459842
6.4,6.4,0.445479
6.4,6.8,0.431566
6.4,7.2,0.418141
6.4,7.6,0.405223
6.4,8,0.392821
6.4,8.4,0.380935
6.4,8.8,0.369559
6.4,9.2,0.358682
6.4,9.6,0.348287
6.8,2,0.56914
6.8,2.4,0.559727
6.8,2.8,0.549054
6.8,3.2,0.537363
6.8,3.6,0.524891
6.8,4,0.511863
6.8,4.4,0.498483
6.8,4.8,0.484926
6.8,5.2,0.471344
6.8,5.6,0.457861
6.8,6,0.444576
6.8,6.4,0.431566
6.8,6.8,0.418889
6.8,7.2,0.406587
6.8,7.6,0.394686
6.8,8,0.383205
6.8,8.4,0.372151
6.8,8.8,0.361526
6.8,9.2,0.351326
6.8,9.6,0.341543
7.2,2,0.539266
7.2,2.4,0.531228
7.2,2.8,0.522073
7.2,3.2,0.511992
7.2,3.6,0.501174
7.2,4,0.489804
7.2,4.4,0.47805
7.2,4.8,0.466064
7.2,5.2,0.453977
7.2,5.6,0.441903
7.2,6,0.429932
7.2,6.4,0.418141
7.2,6.8,0.406587
7.2,7.2,0.395314
7.2,7.6,0.384355
7.2,8,0.373733
7.2,8.4,0.363461
7.2,8.8,0.353547
7.2,9.2,0.343993
7.2,9.6,0.334796
7.6,2,0.51231
7.6,2.4,0.505394
7.6,2.8,0.497487
7.6,3.2,0.488739
7.6,3.6,0.479305
7.6,4,0.469335
7.6,4.4,0.458969
7.6,4.8,0.448338
7.6,5.2,0.437555
7.6,5.6,0.426721
7.6,6,0.41592
7.6,6.4,0.405223
7.6,6.8,0.394686
7.6,7.2,0.384355
7.6,7.6,0.374265
7.6,8,0.364441
7.6,8.4,0.354901
7.6,8.8,0.345656
7.6,9.2,0.336714
7.6,9.6,0.328077
8,2,0.487872
8,2.4,0.481879
8,2.8,0.475006
8,3.2,0.467372
8,3.6,0.459102
8,4,0.45032
8,4.4,0.441144
8,4.8,0.431684
8,5.2,0.422039
8,5.6,0.412297
8,6,0.402536
8,6.4,0.392821
8,6.8,0.383205
8,7.2,0.373733
8,7.6,0.364441
8,8,0.355355
8,8.4,0.346497
8,8.8,0.337881
8,9.2,0.329517
8,9.6,0.321411
8.4,2,0.465619
8.4,2.4,0.460394
8.4,2.8,0.454384
8.4,3.2,0.447686
8.4,3.6,0.440402
8.4,4,0.432633
8.4,4.4,0.42448
8.4,4.8,0.416035
8.4,5.2,0.407385
8.4,5.6,0.398608
8.4,6,0.389771
8.4,6.4,0.380935
8.4,6.8,0.372151
8.4,7.2,0.363461
8.4,7.6,0.354901
8.4,8,0.346497
8.4,8.4,0.338273
8.4,8.8,0.330244
8.4,9.2,0.322424
8.4,9.6,0.31482
8.8,2,0.445276
8.8,2.4,0.440694
8.8,2.8,0.43541
8.8,3.2,0.429504
8.8,3.6,0.423058
8.8,4,0.416159
8.8,4.4,0.408888
8.8,4.8,0.401326
8.8,5.2,0.393548
8.8,5.6,0.385621
8.8,6,0.377607
8.8,6.4,0.369559
8.8,6.8,0.361526
8.8,7.2,0.353547
8.8,7.6,0.345656
8.8,8,0.337881
8.8,8.4,0.330244
8.8,8.8,0.322764
8.8,9.2,0.315453
8.8,9.6,0.308323
9.2,2,0.426611
9.2,2.4,0.422571
9.2,2.8,0.417902
9.2,3.2,0.412669
9.2,3.6,0.406941
9.2,4,0.400789
9.2,4.4,0.394284
9.2,4.8,0.387492
9.2,5.2,0.380479
9.2,5.6,0.373304
9.2,6,0.366022
9.2,6.4,0.358682
9.2,6.8,0.351326
9.2,7.2,0.343993
9.2,7.6,0.336714
9.2,8,0.329517
9.2,8.4,0.322424
9.2,8.8,0.315453
9.2,9.2,0.30862
9.2,9.6,0.301935
9.6,2,0.409426
9.6,2.4,0.405847
9.6,2.8,0.401702
9.6,3.2,0.397045
9.6,3.6,0.391934
9.6,4,0.386429
9.6,4.4,0.380589
9.6,4.8,0.374471
9.6,5.2,0.368131
9.6,5.6,0.361623
9.6,6,0.354994
9.6,6.4,0.348287
9.6,6.8,0.341543
9.6,7.2,0.334796
9.6,7.6,0.328077
9.6,8,0.321411
9.6,8.4,0.31482
9.6,8.8,0.308323
9.6,9.2,0.301935
9.6,9.6,0.295668
